Page Title,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Medal winners Roma 1960,"Sabre, Individual, Men",Rudolf Kárpáti,HUN,Zoltán Horváth,HUN,Wladimiro Calarese,ITA
Medal winners Roma 1960,"Sabre, Team, Men",Hungary,HUN,Poland,POL,Italy,ITA
Medal winners Roma 1960,"Foil, Individual, Women",Heidi Schmid,GER,Valentina Rastvorova,URS,Maria Vicol,ROU
Medal winners Roma 1960,"Foil, Team, Women",Soviet Union,URS,Hungary,HUN,Italy,ITA
Medal winners Roma 1960,Football,,,,,,
Medal winners Roma 1960,"Football, Men",Yugoslavia,YUG,Denmark,DEN,Hungary,HUN
Medal winners Roma 1960,Hockey,,,,,,
Medal winners Roma 1960,"Hockey, Men",Pakistan,PAK,India,IND,Spain,ESP
Medal winners Roma 1960,Modern Pentathlon,,,,,,
Medal winners Roma 1960,"Individual, Men",Ferenc Németh,HUN,Imre Nagy,HUN,Bob Beck,USA
Medal winners Roma 1960,"Team, Men",Hungary,HUN,Soviet Union,URS,United States,USA
Medal winners Roma 1960,Rowing,,,,,,
Medal winners Roma 1960,"Single Sculls, Men",Vyacheslav Ivanov,URS,Achim Hill,GER,Teodor Kocerka,POL
Medal winners Roma 1960,"Double Sculls, Men",Czechoslovakia,TCH,Soviet Union,URS,Switzerland,SUI
Medal winners Roma 1960,"Coxless Pairs, Men",Soviet Union,URS,Austria,AUT,Finland,FIN
Medal winners Roma 1960,"Coxed Pairs, Men",Unified Team of Germany,GER,Soviet Union,URS,United States,USA
Medal winners Roma 1960,"Coxless Fours, Men",United States,USA,Italy,ITA,Soviet Union,URS
Medal winners Roma 1960,"Coxed Fours, Men",Unified Team of Germany,GER,France,FRA,Italy,ITA
Medal winners Roma 1960,"Eights, Men",Unified Team of Germany,GER,Canada,CAN,Czechoslovakia,TCH
Medal winners Roma 1960,Sailing,,,,,,
Medal winners Roma 1960,"One Person Dinghy, Open",Paul Elvstrøm,DEN,Aleksander Tšutšelov,URS,André Nelis,BEL
Medal winners Roma 1960,"Two Person Keelboat, Open",Tornado,URS,Ma'Lindo,POR,Shrew II,USA
Medal winners Roma 1960,"Three Person Keelboat, Open",Nirefs,GRE,Tango,ARG,Venilia,ITA
Medal winners Roma 1960,"Two Person Heavyweight Dinghy, Open",Sirene,NOR,Skum,DEN,Macky VI,GER
Medal winners Roma 1960,"5.5 metres, Open",Minotaur,USA,Web II,DEN,Ballerina IV,SUI
Medal winners Roma 1960,Shooting,,,,,,
Medal winners Roma 1960,"Rapid-Fire Pistol, 25 metres, Men",Bill McMillan,USA,Pentti Linnosvuo,FIN,Aleksandr Zabelin,URS
Medal winners Roma 1960,"Free Pistol, 50 metres, Men",Aleksey Gushchin,URS,Makhmud Umarov,URS,Yoshihisa Yoshikawa,JPN
Medal winners Roma 1960,"Free Rifle, Three Positions, 300 metres, Men",Hubert Hammerer,AUT,Hansruedi Spillmann,SUI,Vasily Borisov,URS
Medal winners Roma 1960,"Small-Bore Rifle, Three Positions, 50 metres, Men",Viktor Shamburkin,URS,Marat Niyazov,URS,Klaus Zähringer,GER
Medal winners Roma 1960,"Small-Bore Rifle, Prone, 50 metres, Men",Peter Kohnke,GER,Jim Hill,USA,Enrico Forcella,VEN
Medal winners Roma 1960,"Trap, Men",Ion Dumitrescu,ROU,Galliano Rossini,ITA,Sergey Kalinin,URS
Medal winners Roma 1960,Swimming,,,,,,
Medal winners Roma 1960,"100 metres Freestyle, Men",John Devitt,AUS,Lance Larson,USA,Manuel dos Santos,BRA
Medal winners Roma 1960,"400 metres Freestyle, Men",Murray Rose,AUS,Tsuyoshi Yamanaka,JPN,John Konrads,AUS
Medal winners Roma 1960,"1,500 metres Freestyle, Men",John Konrads,AUS,Murray Rose,AUS,George Breen,USA
Medal winners Roma 1960,"4 × 200 metres Freestyle Relay, Men",United States,USA,Japan,JPN,Australia,AUS
Medal winners Roma 1960,"100 metres Backstroke, Men",David Theile,AUS,Frank McKinney,USA,Bob Bennett,USA
Medal winners Roma 1960,"200 metres Breaststroke, Men",Bill Mulliken,USA,Yoshihiko Osaki,JPN,Wieger Mensonides,NED
Medal winners Roma 1960,"200 metres Butterfly, Men",Mike Troy,USA,Neville Hayes,AUS,Dave Gillanders,USA
Medal winners Roma 1960,"4 × 100 metres Medley Relay, Men",United States,USA,Australia,AUS,Japan,JPN
Medal winners Roma 1960,"100 metres Freestyle, Women",Dawn Fraser,AUS,Chris von Saltza,USA,Natalie Steward,GBR
Medal winners Roma 1960,"400 metres Freestyle, Women",Chris von Saltza,USA,Jane Cederqvist,SWE,Tineke Lagerberg,NED
Medal winners Roma 1960,"4 × 100 metres Freestyle Relay, Women",United States,USA,Australia,AUS,Unified Team of Germany,GER
Medal winners Roma 1960,"100 metres Backstroke, Women",Lynn Burke,USA,Natalie Steward,GBR,Satoko Tanaka,JPN
Medal winners Roma 1960,"200 metres Breaststroke, Women",Anita Lonsbrough,GBR,Wiltrud Urselmann,GER,Barbara Göbel,GER
Medal winners Roma 1960,"100 metres Butterfly, Women",Carolyn Schuler,USA,Marianne Heemskerk,NED,Jan Andrew,AUS
Medal winners Roma 1960,"4 × 100 metres Medley Relay, Women",United States,USA,Australia,AUS,Unified Team of Germany,GER
Medal winners Roma 1960,Water Polo,,,,,,
Medal winners Roma 1960,"Water Polo, Men",Italy,ITA,Soviet Union,URS,Hungary,HUN
Medal winners Roma 1960,Weightlifting,,,,,,
Medal winners Roma 1960,"Bantamweight, Men",Chuck Vinci,USA,Yoshinobu Miyake,JPN,Ismail Elm Khah,IRI
Medal winners Roma 1960,"Featherweight, Men",Yevgeny Minayev,URS,Ike Berger,USA,Sebastiano Mannironi,ITA
Medal winners Roma 1960,"Lightweight, Men",Viktor Bushuyev,URS,Tiger Tan,SGP,Abdul Wahid Aziz,IRQ
Medal winners Roma 1960,"Middleweight, Men",Aleksandr Kurynov,URS,Tommy Kono,USA,Győző Veres,HUN
Medal winners Roma 1960,"Light-Heavyweight, Men",Ireneusz Paliński,POL,Jim George,USA,Jan Bochenek,POL
Medal winners Roma 1960,"Middle-Heavyweight, Men",Arkady Vorobyov,URS,Trofim Lomakin,URS,Louis Martin,GBR
Medal winners Roma 1960,"Heavyweight, Men",Yury Vlasov,URS,Jim Bradford,USA,Norb Schemansky,USA
Medal winners Roma 1960,Wrestling,,,,,,
Medal winners Roma 1960,"Flyweight, Greco-Roman, Men",Dumitru Pîrvulescu,ROU,Osman El-Sayed,UAR,Mohamed Paziraie,IRI
Medal winners Roma 1960,"Bantamweight, Greco-Roman, Men",Oleg Karavayev,URS,Ion Cernea,ROU,Dinko Petrov,BUL
Medal winners Roma 1960,"Featherweight, Greco-Roman, Men",Müzahir Sille,TUR,Imre Polyák,HUN,Konstantin Vyrupayev,URS
Medal winners Roma 1960,"Lightweight, Greco-Roman, Men",Avtandil Koridze,URS,Branko Martinović,YUG,Gustav Freij,SWE
Medal winners Roma 1960,"Welterweight, Greco-Roman, Men",Mithat Bayrak,TUR,Günter Maritschnigg,GER,René Schiermeyer,FRA
Medal winners Roma 1960,"Middleweight, Greco-Roman, Men",Dimitar Dobrev,BUL,Lothar Metz,GER,Ion Țăranu,ROU
Medal winners Roma 1960,"Light-Heavyweight, Greco-Roman, Men",Tevfik Kış,TUR,Krali Bimbalov,BUL,Givi K'art'ozia,URS
Medal winners Roma 1960,"Heavyweight, Greco-Roman, Men",Ivan Bogdan,URS,Wilfried Dietrich,GER,Bohumil Kubát,TCH
Medal winners Roma 1960,"Flyweight, Freestyle, Men",Ahmet Bilek,TUR,Masayuki Matsubara,JPN,Ibrahim Seifpour,IRI
Medal winners Roma 1960,"Bantamweight, Freestyle, Men",Terry McCann,USA,Nezhdet Zalev,BUL,Tadeusz Trojanowski,POL
Medal winners Roma 1960,"Featherweight, Freestyle, Men",Mustafa Dağıstanlı,TUR,Stancho Ivanov,BUL,Vladimer Rubashvili,URS
Medal winners Roma 1960,"Lightweight, Freestyle, Men",Shelby Wilson,USA,Vladimir Sinyavsky,URS,Enyu Valchev,BUL
Medal winners Roma 1960,"Welterweight, Freestyle, Men",Doug Blubaugh,USA,İsmail Oğan,TUR,Muhammad Bashir,PAK
Medal winners Roma 1960,"Middleweight, Freestyle, Men",Hasan Güngör,TUR,Giorgi Skhirt'ladze,URS,Hans Antonsson,SWE
Medal winners Roma 1960,"Light-Heavyweight, Freestyle, Men",İsmet Atlı,TUR,Gholam Reza Takhti,IRI,Anatoly Albul,URS
Medal winners Roma 1960,"Heavyweight, Freestyle, Men",Wilfried Dietrich,GER,Hamit Kaplan,TUR,Savkuz Dzarasov,URS
Medal winners Tokyo 1964,Artistic Gymnastics,,,,,,
Medal winners Tokyo 1964,"Individual All-Around, Men",Yukio Endo,JPN,Shuji TsurumiViktor LisitskyBoris Shakhlin,JPNURSURS,—,—
Medal winners Tokyo 1964,"Team All-Around, Men",Japan,JPN,Soviet Union,URS,Unified Team of Germany,GER
Medal winners Tokyo 1964,"Floor Exercise, Men",Franco Menichelli,ITA,Yukio EndoViktor Lisitsky,JPNURS,—,—
Medal winners Tokyo 1964,"Horse Vault, Men",Haruhiro Yamashita,JPN,Viktor Lisitsky,URS,Hannu Rantakari,FIN
Medal winners Tokyo 1964,"Parallel Bars, Men",Yukio Endo,JPN,Shuji Tsurumi,JPN,Franco Menichelli,ITA
Medal winners Tokyo 1964,"Horizontal Bar, Men",Boris Shakhlin,URS,Yury Titov,URS,Miroslav Cerar,YUG
Medal winners Tokyo 1964,"Rings, Men",Takuji Hayata,JPN,Franco Menichelli,ITA,Boris Shakhlin,URS
Medal winners Tokyo 1964,"Pommelled Horse, Men",Miroslav Cerar,YUG,Shuji Tsurumi,JPN,Yury Tsapenko,URS
Medal winners Tokyo 1964,"Individual All-Around, Women",Věra Čáslavská,TCH,Larisa Latynina,URS,Polina Astakhova,URS
Medal winners Tokyo 1964,"Team All-Around, Women",Soviet Union,URS,Czechoslovakia,TCH,Japan,JPN
Medal winners Tokyo 1964,"Floor Exercise, Women",Larisa Latynina,URS,Polina Astakhova,URS,Anikó Ducza-Jánosi,HUN
Medal winners Tokyo 1964,"Horse Vault, Women",Věra Čáslavská,TCH,Birgit RadochlaLarisa Latynina,GERURS,—,—
Medal winners Tokyo 1964,"Uneven Bars, Women",Polina Astakhova,URS,Katalin Makray,HUN,Larisa Latynina,URS
Medal winners Tokyo 1964,"Balance Beam, Women",Věra Čáslavská,TCH,Tamara Manina,URS,Larisa Latynina,URS
Medal winners Tokyo 1964,Athletics,,,,,,
Medal winners Tokyo 1964,"100 metres, Men",Bob Hayes,USA,Enrique Figuerola,CUB,Harry Jerome,CAN
Medal winners Tokyo 1964,"200 metres, Men",Henry Carr,USA,Paul Drayton,USA,Edwin Roberts,TTO
Medal winners Tokyo 1964,"400 metres, Men",Mike Larrabee,USA,Wendell Mottley,TTO,Andrzej Badeński,POL
Medal winners Tokyo 1964,"800 metres, Men",Peter Snell,NZL,Bill Crothers,CAN,Wilson Kiprugut,KEN
Medal winners Tokyo 1964,"1,500 metres, Men",Peter Snell,NZL,Josef Odložil,TCH,John Davies,NZL
Medal winners Tokyo 1964,"5,000 metres, Men",Bob Schul,USA,Harald Norpoth,GER,Bill Dellinger,USA
Medal winners Tokyo 1964,"10,000 metres, Men",Billy Mills,USA,Mohamad Gammoudi,TUN,Ron Clarke,AUS
Medal winners Tokyo 1964,"Marathon, Men",Abebe Bikila,ETH,Basil Heatley,GBR,Kokichi Tsuburaya,JPN
Medal winners Tokyo 1964,"110 metres Hurdles, Men",Hayes Jones,USA,Blaine Lindgren,USA,Anatoly Mikhaylov,URS
Medal winners Tokyo 1964,"400 metres Hurdles, Men",Rex Cawley,USA,John Cooper,GBR,Salvatore Morale,ITA
Medal winners Tokyo 1964,"3,000 metres Steeplechase, Men",Gaston Roelants,BEL,Maurice Herriott,GBR,Ivan Belyayev,URS
Medal winners Tokyo 1964,"4 × 100 metres Relay, Men",United States,USA,Poland,POL,France,FRA
Medal winners Tokyo 1964,"4 × 400 metres Relay, Men",United States,USA,Great Britain,GBR,Trinidad and Tobago,TTO
Medal winners Tokyo 1964,"20 kilometres Race Walk, Men",Ken Matthews,GBR,Dieter Lindner,GER,Vladimir Golubnichy,URS
Medal winners Tokyo 1964,"50 kilometres Race Walk, Men",Abdon Pamich,ITA,Paul Nihill,GBR,Ingvar Pettersson,SWE
Medal winners Tokyo 1964,"High Jump, Men",Valery Brumel,URS,John Thomas,USA,John Rambo,USA
Medal winners Tokyo 1964,"Pole Vault, Men",Fred Hansen,USA,Wolfgang Reinhardt,GER,Klaus Lehnertz,GER
Medal winners Tokyo 1964,"Long Jump, Men",Lynn Davies,GBR,Ralph Boston,USA,Igor Ter-Ovanesyan,URS
Medal winners Tokyo 1964,"Triple Jump, Men",Józef Szmidt,POL,Oleg Fedoseyev,URS,Viktor Kravchenko,URS
Medal winners Tokyo 1964,"Shot Put, Men",Dallas Long,USA,Randy Matson,USA,Vilmos Varjú,HUN
Medal winners Tokyo 1964,"Discus Throw, Men",Al Oerter,USA,Ludvík Daněk,TCH,Dave Weill,USA
Medal winners Tokyo 1964,"Hammer Throw, Men",Romuald Klim,URS,Gyula Zsivótzky,HUN,Uwe Beyer,GER
Medal winners Tokyo 1964,"Javelin Throw, Men",Pauli Nevala,FIN,Gergely Kulcsár,HUN,Jānis Lūsis,URS
Medal winners Tokyo 1964,"Decathlon, Men",Willi Holdorf,GER,Rein Aun,URS,Hans-Joachim Walde,GER
Medal winners Tokyo 1964,"100 metres, Women",Wyomia Tyus,USA,Edith McGuire,USA,Ewa Kłobukowska,POL
Medal winners Tokyo 1964,"200 metres, Women",Edith McGuire,USA,Irena Kirszenstein,POL,Marilyn Black,AUS
Medal winners Tokyo 1964,"400 metres, Women",Betty Cuthbert,AUS,Ann Packer,GBR,Judy Amoore,AUS
Medal winners Tokyo 1964,"800 metres, Women",Ann Packer,GBR,Maryvonne Dupureur,FRA,Marise Chamberlain,NZL
Medal winners Tokyo 1964,"80 metres Hurdles, Women",Karin Balzer,GER,Teresa Ciepły,POL,Pam Kilborn,AUS
Medal winners Tokyo 1964,"4 × 100 metres Relay, Women",Poland,POL,United States,USA,Great Britain,GBR
Medal winners Tokyo 1964,"High Jump, Women",Iolanda Balaș,ROU,Michele Mason-Brown,AUS,Taisiya Chenchik,URS
Medal winners Tokyo 1964,"Long Jump, Women",Mary Rand,GBR,Irena Kirszenstein,POL,Tatyana Shchelkanova,URS
Medal winners Tokyo 1964,"Shot Put, Women",Tamara Press,URS,Renate Garisch-Culmberger,GER,Galina Zybina,URS
Medal winners Tokyo 1964,"Discus Throw, Women",Tamara Press,URS,Ingrid Lotz,GER,Lia Manoliu,ROU
Medal winners Tokyo 1964,"Javelin Throw, Women",Mihaela Peneș,ROU,Márta Antal-Rudas,HUN,Yelena Gorchakova,URS
Medal winners Tokyo 1964,"Pentathlon, Women",Irina Press,URS,Mary Rand,GBR,Galina Bystrova,URS
Medal winners Tokyo 1964,Basketball,,,,,,
Medal winners Tokyo 1964,"Basketball, Men",United States,USA,Soviet Union,URS,Brazil,BRA
Medal winners Tokyo 1964,Boxing,,,,,,
Medal winners Tokyo 1964,"Flyweight, Men",Fernando Atzori,ITA,Artur Olech,POL,Stanislav SorokinBob Carmody,URSUSA
Medal winners Tokyo 1964,"Bantamweight, Men",Takao Sakurai,JPN,Jeong Sin-Jo,KOR,Juan FabilaWashington Rodríguez,MEXURU
Medal winners Tokyo 1964,"Featherweight, Men",Stanislav Stepashkin,URS,Anthony Villanueva,PHI,Heinz SchulzCharlie Brown,GERUSA
Medal winners Tokyo 1964,"Lightweight, Men",Józef Grudzień,POL,Vilikton Barannikov,URS,Jim McCourtRonnie Harris,IRLUSA
Medal winners Tokyo 1964,"Light-Welterweight, Men",Jerzy Kulej,POL,Yevgeny Frolov,URS,Eddie BlayHabib Galhia,GHATUN
Medal winners Tokyo 1964,"Welterweight, Men",Marian Kasprzyk,POL,Ričardas Tamulis,URS,Pertti PurhonenSilvano Bertini,FINITA
Medal winners Tokyo 1964,"Light-Middleweight, Men",Boris Lagutin,URS,Joseph Gonzales,FRA,Nojim MaiyegunJózef Grzesiak,NGRPOL
Medal winners Tokyo 1964,"Middleweight, Men",Valery Popenchenko,URS,Emil Schulz,GER,Franco ValleTadeusz Walasek,ITAPOL
Medal winners Tokyo 1964,"Light-Heavyweight, Men",Cosimo Pinto,ITA,Aleksey Kiselyov,URS,Aleksandar NikolovZbigniew Pietrzykowski,BULPOL
Medal winners Tokyo 1964,"Heavyweight, Men",Joe Frazier,USA,Hans Huber,GER,Giuseppe RosVadim Yemelyanov,ITAURS
Medal winners Tokyo 1964,Canoe Sprint,,,,,,
Medal winners Tokyo 1964,"Kayak Singles, 1,000 metres, Men",Rolf Peterson,SWE,Mihály Hesz,HUN,Aurel Vernescu,ROU
Medal winners Tokyo 1964,"Kayak Doubles, 1,000 metres, Men",Sweden,SWE,Netherlands,NED,Unified Team of Germany,GER
Medal winners Tokyo 1964,"Kayak Fours, 1,000 metres, Men",Soviet Union,URS,Unified Team of Germany,GER,Romania,ROU
Medal winners Tokyo 1964,"Canadian Singles, 1,000 metres, Men",Jürgen Eschert,GER,Andrei Igorov,ROU,Yevgeny Penyayev,URS
Medal winners Tokyo 1964,"Canadian Doubles, 1,000 metres, Men",Soviet Union,URS,France,FRA,Denmark,DEN
Medal winners Tokyo 1964,"Kayak Singles, 500 metres, Women",Lyudmila Khvedosyuk,URS,Hilde Lauer,ROU,Marcia Jones,USA
Medal winners Tokyo 1964,"Kayak Doubles, 500 metres, Women",Unified Team of Germany,GER,United States,USA,Romania,ROU
Medal winners Tokyo 1964,Cycling Road,,,,,,
Medal winners Tokyo 1964,"Road Race, Individual, Men",Mario Zanin,ITA,Kjell Rodian,DEN,Walter Godefroot,BEL
Medal winners Tokyo 1964,"100 kilometres Team Time Trial, Men",Netherlands,NED,Italy,ITA,Sweden,SWE
Medal winners Tokyo 1964,Cycling Track,,,,,,
Medal winners Tokyo 1964,"Sprint, Men",Giovanni Pettenella,ITA,Sergio Bianchetto,ITA,Daniel Morelon,FRA
Medal winners Tokyo 1964,"1,000 metres Time Trial, Men",Patrick Sercu,BEL,Giovanni Pettenella,ITA,Pierre Trentin,FRA
Medal winners Tokyo 1964,"Tandem Sprint, 2,000 metres, Men",Italy,ITA,Soviet Union,URS,Unified Team of Germany,GER
Medal winners Tokyo 1964,"Individual Pursuit, 4,000 metres, Men",Jiří Daler,TCH,Giorgio Ursi,ITA,Preben Isaksson,DEN
Medal winners Tokyo 1964,"Team Pursuit, 4,000 metres, Men",Unified Team of Germany,GER,Italy,ITA,Netherlands,NED
Medal winners Tokyo 1964,Diving,,,,,,
Medal winners Tokyo 1964,"Springboard, Men",Ken Sitzberger,USA,Frank Gorman,USA,Larry Andreasen,USA
Medal winners Tokyo 1964,"Platform, Men",Bob Webster,USA,Klaus Dibiasi,ITA,Tom Gompf,USA
Medal winners Tokyo 1964,"Springboard, Women",Ingrid Engel-Krämer,GER,Jeanne Collier,USA,Patsy Willard,USA
Medal winners Tokyo 1964,"Platform, Women",Lesley Bush,USA,Ingrid Engel-Krämer,GER,Galina Alekseyeva,URS
Medal winners Tokyo 1964,Equestrian Dressage,,,,,,
Medal winners Tokyo 1964,"Individual, Open",Henri Chammartin,SUI,Harry Boldt,GER,Sergey Filatov,URS
Medal winners Tokyo 1964,"Team, Open",Unified Team of Germany,GER,Switzerland,SUI,Soviet Union,URS
Medal winners Tokyo 1964,Equestrian Eventing,,,,,,
Medal winners Tokyo 1964,"Individual, Open",Mauro Checcoli,ITA,Carlos Moratorio,ARG,Fritz Ligges,GER
Medal winners Tokyo 1964,"Team, Open",Italy,ITA,United States,USA,Unified Team of Germany,GER
Medal winners Tokyo 1964,Equestrian Jumping,,,,,,
Medal winners Tokyo 1964,"Individual, Open",Pierre Jonquères d'Oriola,FRA,Hermann Schridde,GER,Peter Robeson,GBR
Medal winners Tokyo 1964,"Team, Open",Unified Team of Germany,GER,France,FRA,Italy,ITA
Medal winners Tokyo 1964,Fencing,,,,,,
Medal winners Tokyo 1964,"Foil, Individual, Men",Egon Franke,POL,Jean-Claude Magnan,FRA,Daniel Revenu,FRA
Medal winners Tokyo 1964,"Foil, Team, Men",Soviet Union,URS,Poland,POL,France,FRA
Medal winners Tokyo 1964,"Épée, Individual, Men",Grigory Kriss,URS,Bill Hoskyns,GBR,Guram Kostava,URS
Medal winners Tokyo 1964,"Épée, Team, Men",Hungary,HUN,Italy,ITA,France,FRA
Medal winners Tokyo 1964,"Sabre, Individual, Men",Tibor Pézsa,HUN,Claude Arabo,FRA,Umyar Mavlikhanov,URS
Medal winners Tokyo 1964,"Sabre, Team, Men",Soviet Union,URS,Italy,ITA,Poland,POL
Medal winners Tokyo 1964,"Foil, Individual, Women",Ildikó Rejtő-Ujlaky,HUN,Helga Mees,GER,Antonella Ragno,ITA
Medal winners Tokyo 1964,"Foil, Team, Women",Hungary,HUN,Soviet Union,URS,Unified Team of Germany,GER
Medal winners Tokyo 1964,Football,,,,,,
Medal winners Tokyo 1964,"Football, Men",Hungary,HUN,Czechoslovakia,TCH,Unified Team of Germany,GER
Medal winners Tokyo 1964,Hockey,,,,,,
Medal winners Tokyo 1964,"Hockey, Men",India,IND,Pakistan,PAK,Australia,AUS
Medal winners Tokyo 1964,Judo,,,,,,
Medal winners Tokyo 1964,"Lightweight, Men",Takehide Nakatani,JPN,Eric Hänni,SUI,Oleg StepanovĀrons Boguļubovs,URSURS
Medal winners Tokyo 1964,"Middleweight, Men",Isao Okano,JPN,Wolfgang Hofmann,GER,Kim Ui-TaeJim Bregman,KORUSA
Medal winners Tokyo 1964,"Heavyweight, Men",Isao Inokuma,JPN,Doug Rogers,CAN,Parnaoz Chik'viladzeAnzor K'ik'nadze,URSURS
Medal winners Tokyo 1964,"Open Class, Men",Anton Geesink,NED,Akio Kaminaga,JPN,Ted BoronovskisKlaus Glahn,AUSGER
Medal winners Tokyo 1964,Modern Pentathlon,,,,,,
Medal winners Tokyo 1964,"Individual, Men",Ferenc Török,HUN,Igor Novikov,URS,Albert Mokeyev,URS
Medal winners Tokyo 1964,"Team, Men",Soviet Union,URS,United States,USA,Hungary,HUN
Medal winners Tokyo 1964,Rowing,,,,,,
Medal winners Tokyo 1964,"Single Sculls, Men",Vyacheslav Ivanov,URS,Achim Hill,GER,Göpf Kottmann,SUI
Medal winners Tokyo 1964,"Double Sculls, Men",Soviet Union,URS,United States,USA,Czechoslovakia,TCH
Medal winners Tokyo 1964,"Coxless Pairs, Men",Canada,CAN,Netherlands,NED,Unified Team of Germany,GER
Medal winners Tokyo 1964,"Coxed Pairs, Men",United States,USA,France,FRA,Netherlands,NED
Medal winners Tokyo 1964,"Coxless Fours, Men",Denmark,DEN,Great Britain,GBR,United States,USA
Medal winners Tokyo 1964,"Coxed Fours, Men",Unified Team of Germany,GER,Italy,ITA,Netherlands,NED
Medal winners Tokyo 1964,"Eights, Men",United States,USA,Unified Team of Germany,GER,Czechoslovakia,TCH
Medal winners Tokyo 1964,Sailing,,,,,,
Medal winners Tokyo 1964,"One Person Dinghy, Open",Willi Kuhweide,GER,Peter Barrett,USA,Henning Wind,DEN
Medal winners Tokyo 1964,"Two Person Keelboat, Open",Gem,BAH,Glider,USA,Humbug V,SWE
Medal winners Tokyo 1964,"Three Person Keelboat, Open",White Lady,DEN,Mutafo,GER,Aphrodite,USA
Medal winners Tokyo 1964,"Two Person Heavyweight Dinghy, Open",Pandora,NZL,Lady C,GBR,Widgeon,USA
Medal winners Tokyo 1964,"5.5 metres, Open",Barrenjoey,AUS,Rush VII,SWE,Bingo,USA
Medal winners Tokyo 1964,Shooting,,,,,,
Medal winners Tokyo 1964,"Rapid-Fire Pistol, 25 metres, Men",Pentti Linnosvuo,FIN,Ion Tripșa,ROU,Lubomír Nácovský,TCH
Medal winners Tokyo 1964,"Free Pistol, 50 metres, Men",Väinö Markkanen,FIN,Frank Green,USA,Yoshihisa Yoshikawa,JPN
Medal winners Tokyo 1964,"Free Rifle, Three Positions, 300 metres, Men",Gary Anderson,USA,Shota Kveliashvili,URS,Martin Gunnarsson,USA
Medal winners Tokyo 1964,"Small-Bore Rifle, Three Positions, 50 metres, Men",Lones Wigger,USA,Velichko Velichkov,BUL,László Hammerl,HUN
Medal winners Tokyo 1964,"Small-Bore Rifle, Prone, 50 metres, Men",László Hammerl,HUN,Lones Wigger,USA,Tommy Pool,USA
Medal winners Tokyo 1964,"Trap, Men",Ennio Mattarelli,ITA,Pāvels Seničevs,URS,Bill Morris,USA
Medal winners Tokyo 1964,Swimming,,,,,,
Medal winners Tokyo 1964,"100 metres Freestyle, Men",Don Schollander,USA,Bobby McGregor,GBR,Hans-Joachim Klein,GER
Medal winners Tokyo 1964,"400 metres Freestyle, Men",Don Schollander,USA,Frank Wiegand,GER,Allan Wood,AUS
Medal winners Tokyo 1964,"1,500 metres Freestyle, Men",Bob Windle,AUS,John Nelson,USA,Allan Wood,AUS
